instance_name,time_to_first_node,dual_bound_at_root,primal_bound_at_root,first_primal_bound,final_gap,primal_bound,dual_bound,number_of_nodes,timelimit,total_time,cg_iterations_total,cg_iterations_root
t62_kroC100,,3.33333,7.0,,28.5714,7.0,5.0,461929,7200,7200.16,,
at62_br17,,5.0,,,0.0,5.0,5.0,1,7200,0.03,,
t84_rd100,,5.22917,,,83.3333,36.0,6.0,55464,7200,7200.35,,
t84_att48,,6.0,8.0,,0.0,8.0,8.0,3255,7200,155.37,,
t84_bayg29,,7.0,8.0,,0.0,8.0,8.0,1,7200,3.09,,
at84_br17,,6.0,,,0.0,6.0,6.0,1,7200,0.01,,
t62_kroD100,,3.04207,7.0,,28.5714,7.0,5.0,1551500,7200,7200.16,,
at62_ftv55,,3.05956,,,28.5714,7.0,5.0,8274818,7200,7200.05,,
t84_berlin52,,6.5,9.0,,11.1111,9.0,8.0,5004264,7200,7200.02,,
t84_kroA100,,5.125,9.0,,33.3333,9.0,6.0,12352,7200,7200.22,,
t62_rat99,,3.0,,,50.0,10.0,5.0,1023525,7200,7200.05,,
t62_ulysses22,,4.0,5.0,,0.0,5.0,5.0,1,7200,0.11,,
at62_ftv33,,4.1,7.0,,0.0,7.0,7.0,1632493,7200,460.76,,
at62_ry48p,,3.0,6.0,,16.6667,6.0,5.0,20501420,7200,7200.01,,
t84_kroC100,,6.0,11.0,,45.4545,11.0,6.0,5513,7200,7200.1,,
t84_burma14,,,6.0,,0.0,6.0,6.0,1,7200,0.02,,
t62_eil76,,3.0,,,44.4444,9.0,5.0,3667261,7200,7200.05,,
at84_ftv70,,5.19782,,,57.1429,14.0,6.0,197477,7200,7200.03,,
t84_hk48,,6.0,9.0,,0.0,9.0,9.0,1176938,7200,2703.93,,
t62_swiss42,,4.0,,,0.0,6.0,6.0,11570877,7200,4297.67,,
t62_pr76,,3.05504,7.0,,28.5714,7.0,5.0,3657053,7200,7200.08,,
at62_ftv64,,3.1781,,,37.5,8.0,5.0,2986383,7200,7200.02,,
at84_ftv33,,8.0,,,0.0,9.0,9.0,9977,7200,44.88,,
t62_rd100,,4.0,7.0,,28.5714,7.0,5.0,368391,7200,7200.09,,
t84_ulysses22,,6.0,7.0,,0.0,7.0,7.0,67,7200,0.7,,
at84_ry48p,,5.0,8.0,,0.0,8.0,8.0,991180,7200,1047.89,,
t62_gr48,,4.0,6.0,,16.6667,6.0,5.0,15424922,7200,7200.03,,
t62_burma14,,4.0,5.0,,0.0,5.0,5.0,43,7200,0.17,,
t84_gr17,,7.0,8.0,,0.0,8.0,8.0,1,7200,0.03,,
t84_eil51,,5.0,,,20.0,10.0,8.0,4804897,7200,7200.04,,
t62_bays29,,5.0,6.0,,0.0,6.0,6.0,814,7200,3.41,,
t84_gr96,,5.0,10.0,,40.0,10.0,6.0,26664,7200,7200.08,,
t84_gr21,,7.0,8.0,,0.0,8.0,8.0,21,7200,0.48,,
t62_gr21,,3.42537,5.0,,0.0,5.0,5.0,18,7200,0.67,,
t62_kroA100,,3.05569,8.0,,37.5,8.0,5.0,430210,7200,7200.08,,
t84_dantzig42,,7.0,,,0.0,9.0,9.0,207162,7200,823.11,,
t62_bayg29,,4.0,5.0,,0.0,5.0,5.0,13,7200,1.75,,
t84_brazil58,,5.0,8.0,,12.5,8.0,7.0,13272701,7200,7200.02,,
at84_ftv47,,5.24275,,,20.0,10.0,8.0,2711691,7200,7200.02,,
t62_ulysses16,,,4.0,,0.0,4.0,4.0,1,7200,0.02,,
at62_ft53,,1.73675,7.0,,42.8571,7.0,4.0,8003110,7200,7200.04,,
t62_gr17,,4.0,5.0,,0.0,5.0,5.0,1,7200,0.2,,
at62_ftv70,,3.0,,,63.6364,11.0,4.0,987158,7200,7200.03,,
at62_ft70,,1.7498,6.0,,33.3333,6.0,4.0,4085677,7200,7200.07,,
at84_p43,,2.0,,,0.0,2.0,2.0,31,7200,1.05,,
t62_dantzig42,,4.0,7.0,,0.0,6.0,6.0,2590519,7200,1023.35,,
t62_hk48,,4.0,6.0,,0.0,6.0,6.0,5400698,7200,7064.85,,
