instance_name,time_to_first_node,dual_bound_at_root,primal_bound_at_root,first_primal_bound,final_gap,primal_bound,dual_bound,number_of_nodes,timelimit,total_time,cg_iterations_total,cg_iterations_root
at62_ftv55,,3.0535,8.0,,28.5714,7.0,5.0,7753333,7200,7200.03,,
t84_berlin52,,6.5,9.0,,11.1111,9.0,8.0,5048215,7200,7200.03,,
t84_kroA100,,5.2,10.0,,40.0,10.0,6.0,16871,7200,7200.26,,
t62_rat99,,3.0,7.0,,28.5714,7.0,5.0,1430164,7200,7200.05,,
t62_ulysses22,,4.0,5.0,,0.0,5.0,5.0,1,7200,0.11,,
at62_ftv33,,4.06625,8.0,,0.0,7.0,7.0,3353943,7200,3113.62,,
at62_ry48p,,3.0,7.0,,16.6667,6.0,5.0,11727846,7200,7200.03,,
t84_kroC100,,6.0,11.0,,45.4545,11.0,6.0,6357,7200,7200.2,,
t84_burma14,,,6.0,,0.0,6.0,6.0,1,7200,0.02,,
t62_eil76,,3.0,7.0,,28.5714,7.0,5.0,3945851,7200,7200.05,,
at84_ftv70,,5.20635,11.0,,36.3636,11.0,7.0,872838,7200,7200.03,,
t84_hk48,,6.0,10.0,,0.0,9.0,9.0,540077,7200,1904.88,,
t62_swiss42,,4.0,7.0,,0.0,6.0,6.0,3776539,7200,1630.61,,
t62_pr76,,3.05504,7.0,,28.5714,7.0,5.0,3701310,7200,7200.04,,
at62_ftv64,,3.17137,8.0,,37.5,8.0,5.0,2958768,7200,7200.03,,
at84_ftv33,,8.0,10.0,,0.0,9.0,9.0,403,7200,12.96,,
t62_rd100,,4.0,7.0,,28.5714,7.0,5.0,369576,7200,7200.04,,
t84_ulysses22,,6.0,7.0,,0.0,7.0,7.0,67,7200,0.69,,
at84_ry48p,,5.0,9.0,,11.1111,9.0,8.0,6659592,7200,7200.1,,
t62_gr48,,4.0,7.0,,28.5714,7.0,5.0,14151852,7200,7200.06,,
t62_burma14,,4.0,5.0,,0.0,5.0,5.0,43,7200,0.15,,
t84_gr17,,7.0,8.0,,0.0,8.0,8.0,1,7200,0.03,,
t84_eil51,,5.03935,9.0,,11.1111,9.0,8.0,9935924,7200,7200.03,,
t62_bays29,,5.0,6.0,,0.0,6.0,6.0,814,7200,3.44,,
t84_gr96,,5.0,10.0,,40.0,10.0,6.0,59244,7200,7200.1,,
t84_gr21,,7.0,8.0,,0.0,8.0,8.0,21,7200,0.49,,
t62_gr21,,3.44156,6.0,,0.0,5.0,5.0,34,7200,0.85,,
t62_kroA100,,3.05569,8.0,,37.5,8.0,5.0,426410,7200,7200.05,,
t84_dantzig42,,7.0,9.0,,0.0,9.0,9.0,253146,7200,1364.0,,
t62_bayg29,,4.0,6.0,,0.0,5.0,5.0,8494,7200,12.69,,
t84_brazil58,,5.0,9.0,,12.5,8.0,7.0,8560266,7200,7200.02,,
at84_ftv47,,5.23712,9.0,,0.0,8.0,8.0,6130397,7200,5322.91,,
t62_ulysses16,,,4.0,,0.0,4.0,4.0,1,7200,0.02,,
at62_ft53,,1.73675,7.0,,42.8571,7.0,4.0,8070726,7200,7200.02,,
t62_gr17,,4.0,5.0,,0.0,5.0,5.0,1,7200,0.2,,
at62_ftv70,,3.0,9.0,,44.4444,9.0,5.0,2445597,7200,7200.05,,
at62_ft70,,1.7498,6.0,,33.3333,6.0,4.0,4094939,7200,7200.04,,
at84_p43,,,2.0,,0.0,2.0,2.0,1,7200,0.09,,
t62_dantzig42,,4.0,7.0,,0.0,6.0,6.0,2590519,7200,1024.93,,
t62_hk48,,4.0,7.0,,0.0,6.0,6.0,20699967,7200,6026.95,,
